wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,assessor_vitya
30373565,2281,predict_hypernym_llama,advocate.n.01,supporter,['person.n.01'],"['abator.n.01', 'abjurer.n.01', 'abomination.n.01', 'abstainer.n.02', 'achiever.n.01', 'acquaintance.n.03', 'acquirer.n.01', 'active.n.03', 'actor.n.02', 'adjudicator.n.01', 'admirer.n.02', 'adoptee.n.01', 'adult.n.01', 'adventurer.n.01', 'adversary.n.01', 'advisee.n.01', 'affiant.n.01', 'african.n.01', 'agnostic.n.01', 'amateur.n.01', 'amerindian.n.01', 'ancient.n.02', 'anomaly.n.02', 'anti-american.n.01', 'anti.n.01', 'applicant.n.01', 'appointee.n.02', 'appreciator.n.01', 'apprehender.n.02', 'aquarius.n.01', 'archaist.n.01', 'aries.n.01', 'arrogator.n.01', 'assessee.n.01', 'asthmatic.n.01', 'authority.n.02', 'autodidact.n.01', 'baby_boomer.n.01', 'baby_buster.n.01', 'bad_guy.n.01', 'bad_person.n.01', 'baldhead.n.01', 'balker.n.01', 'bather.n.02', 'beard.n.03', 'bedfellow.n.02', 'bereaved.n.01', 'best.n.02', 'birth.n.05', 'biter.n.01', 'black.n.05', 'blogger.n.01', 'blond.n.01', 'bluecoat.n.01', 'bodybuilder.n.01', 'bomber.n.02', 'brunet.n.01', 'bullfighter.n.01', 'buster.n.04', 'cancer.n.02', 'candidate.n.02', 'capitalist.n.02', 'capricorn.n.01', 'captor.n.01', 'case.n.06', 'cashier.n.02', 'celebrant.n.01', 'censor.n.01', 'chameleon.n.01', 'changer.n.01', 'charmer.n.02', 'child.n.03', 'chutzpanik.n.01', 'closer.n.01', 'clumsy_person.n.01', 'collector.n.01', 'color-blind_person.n.01', 'combatant.n.01', 'commoner.n.01', 'communicator.n.01', 'complexifier.n.01', 'compulsive.n.01', 'computer_user.n.01', 'contemplative.n.01', 'contestant.n.01', 'convert.n.01', 'copycat.n.01', 'counter.n.05', 'counterterrorist.n.01', 'coward.n.01', 'crawler.n.02', 'creator.n.02', 'creature.n.02', 'creditor.n.01', 'cripple.n.01', 'dancer.n.02', 'dead_person.n.01', 'deaf_person.n.01', 'debaser.n.01', 'debtor.n.01', 'defecator.n.01', 'delayer.n.01', 'deliverer.n.04', 'demander.n.01', 'dieter.n.01', 'differentiator.n.01', 'disentangler.n.01', 'disputant.n.01', 'dissenter.n.01', 'divider.n.02', 'domestic_partner.n.01', 'double.n.03', 'dresser.n.02', 'dribbler.n.02', 'drug_user.n.01', 'dyslectic.n.01', 'ectomorph.n.01', 'effecter.n.01', 'elizabethan.n.01', 'emotional_person.n.01', 'endomorph.n.01', 'engineer.n.01', 'enjoyer.n.01', 'enrollee.n.01', 'entertainer.n.01', 'ethnic.n.01', 'experimenter.n.02', 'expert.n.01', 'explorer.n.01', 'extrovert.n.01', 'face.n.05', 'faddist.n.01', 'faller.n.02', 'fastener.n.01', 'female.n.02', 'fiduciary.n.01', 'first-rater.n.01', 'follower.n.01', 'free_agent.n.02', 'friend.n.01', 'fugitive.n.01', 'gainer.n.01', 'gainer.n.02', 'gambler.n.01', 'gatekeeper.n.01', 'gatherer.n.01', 'gemini.n.01', 'gentile.n.02', 'good_guy.n.01', 'good_person.n.01', 'granter.n.01', 'greeter.n.01', 'grinner.n.01', 'groaner.n.01', 'grunter.n.01', 'guesser.n.01', 'handicapped_person.n.01', 'hater.n.01', 'heterosexual.n.01', 'homosexual.n.01', 'homunculus.n.02', 'hope.n.04', 'hoper.n.01', 'huddler.n.02', 'hugger.n.01', 'immune.n.01', 'individualist.n.01', 'inhabitant.n.01', 'innocent.n.01', 'insured.n.01', 'intellectual.n.01', 'interpreter.n.02', 'introvert.n.01', 'jat.n.01', 'jew.n.01', 'jewel.n.02', 'jumper.n.01', 'junior.n.03', 'juvenile.n.01', 'killer.n.01', 'kink.n.03', 'kneeler.n.01', 'knocker.n.02', 'knower.n.01', 'large_person.n.01', 'latin.n.03', 'laugher.n.01', 'leader.n.01', 'learner.n.01', 'left-hander.n.02', 'leo.n.01', 'libra.n.01', 'life.n.08', 'lightning_rod.n.01', 'linguist.n.02', 'literate.n.01', 'liver.n.03', 'longer.n.01', 'loose_cannon.n.01', 'loved_one.n.01', 'lover.n.01', 'machine.n.02', 'mailer.n.02', 'malcontent.n.01', 'male.n.02', 'man.n.03', 'man_jack.n.01', 'manipulator.n.02', 'married.n.01', 'masturbator.n.01', 'measurer.n.01', 'mesomorph.n.01', 'mestizo.n.01', 'middlebrow.n.01', 'miracle_man.n.01', 'misogamist.n.01', 'mixed-blood.n.01', 'modern.n.01', 'money_handler.n.01', 'monolingual.n.01', 'mother_hen.n.01', 'mouse.n.03', 'mutilator.n.01', 'namer.n.01', 'namesake.n.01', 'national.n.01', 'native.n.01', 'native.n.02', 'neglecter.n.01', 'neighbor.n.01', 'neutral.n.01', 'nondescript.n.01', 'nonmember.n.01', 'nonparticipant.n.01', 'nonpartisan.n.01', 'nonperson.n.01', 'nonreligious_person.n.01', 'nonresident.n.01', 'nonsmoker.n.01', 'nonworker.n.01', 'nude.n.03', 'nurser.n.01', 'occultist.n.01', 'optimist.n.01', 'orphan.n.02', 'ostrich.n.01', 'ouster.n.01', 'outcaste.n.01', 'outdoorsman.n.01', 'owner.n.02', 'pamperer.n.01', 'pansexual.n.01', 'pardoner.n.01', 'partner.n.03', 'party.n.05', 'passer.n.02', 'peer.n.01', 'perceiver.n.01', 'percher.n.01', 'person_of_color.n.01', 'personage.n.01', 'personification.n.01', 'perspirer.n.01', 'philosopher.n.02', 'picker.n.01', 'pisces.n.02', 'pisser.n.01', 'planner.n.01', 'player.n.04', 'posturer.n.01', 'powderer.n.01', 'precursor.n.02', 'preserver.n.03', 'primitive.n.01', 'propositus.n.01', 'public_relations_person.n.01', 'pursuer.n.02', 'pussycat.n.01', 'quarter.n.11', 'quitter.n.01', 'radical.n.03', 'realist.n.02', 'rectifier.n.02', 'redhead.n.01', 'registrant.n.01', 'relative.n.01', 'reliever.n.02', 'religious_person.n.01', 'repeater.n.01', 'rescuer.n.02', 'rester.n.01', 'restrainer.n.02', 'revenant.n.01', 'rich_person.n.01', 'right-hander.n.02', 'riser.n.01', 'romper.n.01', 'roundhead.n.01', 'ruler.n.01', 'rusher.n.03', 'sagittarius.n.01', 'scientist.n.01', 'scorpio.n.01', 'scratcher.n.02', 'second-rater.n.01', 'seeder.n.01', 'seeker.n.01', 'segregate.n.01', 'self.n.02', 'sensualist.n.01', 'sentimentalist.n.01', 'sex_object.n.01', 'sex_symbol.n.01', 'shaker.n.01', 'showman.n.01', 'signer.n.02', 'simpleton.n.01', 'six-footer.n.01', 'skidder.n.01', 'slav.n.01', 'slave.n.01', 'slave.n.03', 'sleepyhead.n.01', 'sloucher.n.01', 'small_person.n.01', 'smasher.n.01', 'smiler.n.01', 'sneezer.n.01', 'sniffer.n.01', 'sniffler.n.01', 'snuffer.n.02', 'snuffler.n.01', 'socializer.n.01', 'sort.n.03', 'sounding_board.n.01', 'sphinx.n.01', 'spitter.n.01', 'sport.n.04', 'sprawler.n.01', 'spurner.n.01', 'squinter.n.01', 'stifler.n.01', 'stigmatic.n.01', 'stooper.n.02', 'stranger.n.02', 'struggler.n.01', 'subject.n.06', 'supernumerary.n.01', 'surrenderer.n.01', 'survivalist.n.01', 'survivor.n.02', 'suspect.n.01', 'tagger.n.01', 'tagger.n.02', 'tapper.n.02', 'taurus.n.02', 'tempter.n.01', 'termer.n.01', 'terror.n.02', 'testator.n.01', 'thin_person.n.01', 'third-rater.n.01', 'thrower.n.02', 'tiger.n.01', 'totemist.n.01', 'toucher.n.01', 'transfer.n.02', 'transsexual.n.02', 'transvestite.n.01', 'traveler.n.01', 'trier.n.02', 'turner.n.07', 'tyrant.n.03', 'undoer.n.02', 'unfortunate.n.01', 'unskilled_person.n.01', 'unwelcome_person.n.01', 'user.n.01', 'vanisher.n.01', 'victim.n.02', 'victorian.n.01', 'virgo.n.01', 'visionary.n.01', 'visually_impaired_person.n.01', 'waiter.n.02', 'waker.n.02', 'walk-in.n.01', 'wanter.n.01', 'ward.n.01', 'warrior.n.01', 'watcher.n.03', 'weakling.n.01', 'weasel.n.01', 'white.n.01', 'wiggler.n.01', 'winker.n.01', 'withholder.n.01', 'witness.n.05', 'worker.n.01', 'worldling.n.01', 'yawner.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/San_marcos_bullfight_04.jpg/800px-San_marcos_bullfight_04.jpg?20100502162127', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/A_Trump_supporter_in_Kenosha_Wisconsin.jpg/458px-A_Trump_supporter_in_Kenosha_Wisconsin.jpg?20200901224955', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Heraldic_supporters_lions_rampant.svg/661px-Heraldic_supporters_lions_rampant.svg.png?20220801131316', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Proper_Crane_Supporter_%28Heraldry%29.svg/177px-Proper_Crane_Supporter_%28Heraldry%29.svg.png?20230104220527', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/A_Kyle_Rittenhouse_supporter_in_Kenosha_Wisconsin.jpg/739px-A_Kyle_Rittenhouse_supporter_in_Kenosha_Wisconsin.jpg?20200901225007']",San marcos bullfight 04.jpg,"a person who backs, advocates for, or shows enthusiasm for a particular cause, individual, or group.",playgroundai_playground-v2.5-1024px-aesthetic,black-forest-labs_FLUX.1-dev,0
62785284,2282,predict_hypernym_llama,sauce.n.01,sauce,['condiment.n.01'],"['catsup.n.01', 'chili_sauce.n.01', 'chutney.n.01', 'cranberry_sauce.n.01', 'dip.n.04', 'duck_sauce.n.01', 'horseradish.n.03', 'marinade.n.01', 'mint_sauce.n.01', 'mustard.n.02', 'relish.n.02', 'salsa.n.01', 'soy_sauce.n.01', 'spread.n.05', 'steak_sauce.n.01', 'taco_sauce.n.01', 'vinegar.n.01', 'wasabi.n.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Lunch_sauces.jpg/800px-Lunch_sauces.jpg?20080117145120', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Spargel_sauce_hollandaise.jpg/800px-Spargel_sauce_hollandaise.jpg?20120602233113', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Sauces_maustekastikkeet.jpg/481px-Sauces_maustekastikkeet.jpg?20200811163943', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/HK_Kennedy_Town_%E5%A3%AB%E7%BE%8E%E8%8F%B2%E8%B7%AF_43_Smithfield_%E5%A3%AB%E7%BE%8E%E8%8F%B2%E9%96%A3_Smithfield_Court_shop_%E4%BD%B3%E5%AF%B6%E9%A3%9F%E5%93%81_Kai_Bo_Food_Supermarket_goods_%E4%B8%AD%E5%BC%8F%E8%BE%A3%E9%86%AC_sauce_August_2020_SS2_02.jpg/800px-thumbnail.jpg?20200824033411', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Salsas_de_fritanga_barranquillera.jpg/800px-Salsas_de_fritanga_barranquillera.jpg?20080709020424']",Lunch sauces.jpg,A flavorful liquid or semi-liquid substance served with food to enhance its flavor or to complement its dish.,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,black-forest-labs_FLUX.1-dev,1
80437216,2285,simple_triplet_2parent_llama,sulfate.n.01,sodium lauryl sulfate,['salt.n.01'],"['acetate.n.01', 'alkali.n.02', 'ammonium_chloride.n.01', 'arsenate.n.01', 'benzoate.n.01', 'bichromate.n.01', 'bile_salt.n.01', 'borate.n.01', 'borosilicate.n.01', 'calcium_chloride.n.01', 'calcium_lactate.n.01', 'calcium_stearate.n.01', 'calcium_sulphate.n.01', 'carbamate.n.01', 'carbonate.n.01', 'chlorate.n.01', 'chromate.n.01', 'chrome_alum.n.01', 'citrate.n.01', 'cream_of_tartar.n.01', 'cyanide.n.02', 'dibasic_salt.n.01', 'double_salt.n.01', 'ferricyanide.n.01', 'ferrocyanide.n.01', 'fluoroboride.n.01', 'fluosilicate.n.01', 'fulminate.n.01', ""glauber's_salt.n.01"", 'glutamate.n.01', 'halide.n.01', 'hypochlorite.n.01', 'isocyanate.n.01', 'lactate.n.01', 'manganate.n.01', 'microcosmic_salt.n.01', 'oxalacetate.n.01', 'oxalate.n.01', 'perchlorate.n.01', 'permanganate.n.01', 'phosphate.n.01', 'polyphosphate.n.01', 'potassium_bromide.n.01', 'potassium_chlorate.n.01', 'potassium_dichromate.n.01', 'propenoate.n.01', 'pyrophosphate.n.01', 'salicylate.n.01', 'silicate.n.01', 'sodium_carbonate.n.01', 'sodium_carboxymethyl_cellulose.n.01', 'sodium_chlorate.n.01', 'sodium_dichromate.n.01', 'sodium_fluoride.n.01', 'sulfonate.n.01', 'tartrate.n.01', 'thiocyanate.n.01', 'tungstate.n.01', 'urate.n.01', 'vanadate.n.01', 'xanthate.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Sodium_lauryl_sulfate.svg/368px-Sodium_lauryl_sulfate.svg.png?20240318175544', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Sodium_laurylsulfate_V.1.svg/798px-Sodium_laurylsulfate_V.1.svg.png?20100530071712', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/SLS_AMG_Roadster.jpg/800px-SLS_AMG_Roadster.jpg?20111104141239', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/SDS_with_structure_description.svg/800px-SDS_with_structure_description.svg.png?20220108205241', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/SDS-2D-skeletal.svg/799px-SDS-2D-skeletal.svg.png?20220504082407']",Sodium lauryl sulfate.svg,"A surfactant used in many cleaning and hygiene products that acts to lower the surface tension of water, allowing it to more effectively remove oils and soils.",black-forest-labs_FLUX.1-dev,retrieval,1
31595142,2289,predict_hypernym_llama,lawman.n.01,police officer,['defender.n.01'],"['admonisher.n.01', 'bodyguard.n.01', 'champion.n.02', 'chaperon.n.01', 'custodian.n.01', 'fireman.n.04', 'foster-parent.n.01', 'guard.n.01', 'keeper.n.01', 'patron_saint.n.01', 'peacekeeper.n.02', 'tribune.n.01', 'watchdog.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/HH_Polizeihauptmeister_MZ.jpg/400px-HH_Polizeihauptmeister_MZ.jpg?20070515131534', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Chicago_police_officer_on_segway.jpg/398px-Chicago_police_officer_on_segway.jpg?20050829015018', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Very_friendly_MPS_officers_in_London.jpg/426px-Very_friendly_MPS_officers_in_London.jpg?20090324234544', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Queensland_Police_Officer_George_Doyle.jpg?20220223235924', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Senior_Police_Officer_Gail_Denise_Thomas_funeral.jpg/800px-Senior_Police_Officer_Gail_Denise_Thomas_funeral.jpg?20200422114811']",HH Polizeihauptmeister MZ.jpg,"A law enforcement agent responsible for maintaining public order, enforcing laws, preventing crime, and protecting citizens and property.",DeepFloyd_IF-I-XL-v1.0,black-forest-labs_FLUX.1-dev,1
48565245,2297,leafs_and_no_leafs_llama,paper_money.n.01,currency,['currency.n.01'],"['cash.n.01', 'coinage.n.01', 'eurocurrency.n.01', 'hard_currency.n.01', 'money.n.03']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Billets_de_5000.jpg/385px-Billets_de_5000.jpg?20070302152821', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/MapCurrency-1907-0423.jpg/770px-MapCurrency-1907-0423.jpg?20231204174308', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Monnaie_en_bronze%2C_Pont_Amisos%2C_85-65_BCE.jpg/800px-Monnaie_en_bronze%2C_Pont_Amisos%2C_85-65_BCE.jpg?20170819161439', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Monnaie_en_or%2C_Lucanie%2C_M%C3%A9taponte.jpg/800px-Monnaie_en_or%2C_Lucanie%2C_M%C3%A9taponte.jpg?20180512095223', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Mxn_currency_symbol.svg/400px-Mxn_currency_symbol.svg.png?20211105211925']",Billets de 5000.jpg,A system of money in general use in a particular country.,black-forest-labs_FLUX.1-dev,kandinsky-community_kandinsky-3,0
42580285,2302,leafs_and_no_leafs_llama,hammer.n.02,ball-peen hammer,['hand_tool.n.01'],"['awl.n.01', 'bevel.n.02', 'bodkin.n.03', 'bodkin.n.04', 'crank.n.04', 'dibble.n.01', 'file.n.04', 'float.n.05', 'graver.n.01', 'gutter.n.04', 'hand_shovel.n.01', 'marlinespike.n.01', 'miter_box.n.01', 'opener.n.03', 'pallet.n.03', 'pestle.n.03', 'pick.n.06', 'pincer.n.01', 'pipe_cutter.n.01', 'pitchfork.n.01', 'plane.n.05', 'pliers.n.01', ""plumber's_snake.n.01"", 'plunger.n.03', 'ravehook.n.01', 'sandblaster.n.01', 'saw.n.02', 'scraper.n.01', 'screwdriver.n.01', 'shovel.n.01', 'soldering_iron.n.01', 'spatula.n.02', 'spreader.n.01', 'square.n.08', 'straightedge.n.01', 'tire_iron.n.01', 'trowel.n.01', 'weeder.n.02', 'wire_stripper.n.01', 'wrench.n.03']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Buck_Knives_Hammer_%285075278861%29.jpg/800px-Buck_Knives_Hammer_%285075278861%29.jpg?20160502164840', 'https://upload.wikimedia.org/wikipedia/commons/c/cd/Ball-peen_hammer_380mm.JPG?20060905002025', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Ball-peen_Hammer.jpg/800px-Ball-peen_Hammer.jpg?20191022174746', 'https://upload.wikimedia.org/wikipedia/commons/7/75/Peen_hammers.png?20100331234224', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Hammer_ball_pane.jpg?20080514175713']",Buck Knives Hammer (5075278861).jpg,"A type of hammer with a rounded peen opposite the flat striking face, typically used in metalworking.",Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,black-forest-labs_FLUX.1-dev,1
44295589,2306,predict_hypernym_llama,represent.v.09,draw,['re-create.v.01'],"['act.v.03', 'fictionalize.v.01', 'forge.v.02', 'model.v.05', 'perform.v.03', 'play.v.06', 'recite.v.03', 'reenact.v.01', 'regenerate.v.01', 'regenerate.v.05', 'stage.v.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Carlsen_Giri_draw_in_Tata_Steel_Chess_2020.jpg/800px-Carlsen_Giri_draw_in_Tata_Steel_Chess_2020.jpg?20200113102948', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Chess_Draw_-_Flickr_-_aspidoscelis.jpg/800px-Chess_Draw_-_Flickr_-_aspidoscelis.jpg?20201010160854', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Near_Chess_Draw_-_Flickr_-_aspidoscelis.jpg/800px-Near_Chess_Draw_-_Flickr_-_aspidoscelis.jpg?20201010160845', 'https://upload.wikimedia.org/wikipedia/commons/4/40/Chess_Pieces_00.png?20210110200743', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Chess_Pieces_07.png/687px-Chess_Pieces_07.png?20210115150308']",Carlsen Giri draw in Tata Steel Chess 2020.jpg,a result in a contest in which neither side wins.,black-forest-labs_FLUX.1-dev,playgroundai_playground-v2.5-1024px-aesthetic,3
65145807,2310,predict_hypernym_llama,condition.n.01,congenital defect,['state.n.02'],"['action.n.02', 'being.n.01', 'cleavage.n.01', 'condition.n.03', 'conditionality.n.01', 'conflict.n.04', 'damnation.n.02', 'dead_letter.n.01', 'death.n.03', 'degree.n.02', 'dependence.n.01', 'disorder.n.03', 'dystopia.n.01', 'employment.n.01', 'end.n.06', 'enlargement.n.02', 'feeling.n.01', 'flux.n.05', 'freedom.n.01', 'grace.n.01', 'ground_state.n.01', 'heterozygosity.n.01', 'homozygosity.n.01', 'hostility.n.02', 'illumination.n.02', 'immaturity.n.01', 'imminence.n.01', 'imperfection.n.01', 'inaction.n.01', 'integrity.n.01', 'isomerism.n.01', 'kalemia.n.01', 'maturity.n.02', 'medium.n.08', 'merchantability.n.01', 'motion.n.04', 'motionlessness.n.01', 'nationhood.n.01', 'neotony.n.01', 'nonbeing.n.01', 'obligation.n.02', 'office.n.04', 'omnipotence.n.01', 'omniscience.n.01', 'order.n.03', 'ornamentation.n.01', 'ownership.n.03', 'paternity.n.01', 'perfection.n.01', 'plurality.n.01', 'polyvalence.n.01', 'polyvalence.n.02', 'readiness.n.01', 'receivership.n.01', 'relationship.n.02', 'relationship.n.03', 'representation.n.04', 'revocation.n.01', 'separation.n.01', 'situation.n.01', 'skillfulness.n.01', 'status.n.01', 'temporary_state.n.01', 'tribalism.n.01', 'turgor.n.01', 'unemployment.n.01', 'union.n.04', 'utilization.n.02', 'utopia.n.02', 'wild.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_03.jpg/800px-2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_03.jpg?20210212083621', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_28.jpg/800px-2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_28.jpg?20210212083857', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_05.jpg/800px-2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_05.jpg?20210212083633', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_19.jpg/800px-2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_19.jpg?20210212083800', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_18.jpg/800px-2219Boys_of_the_Philippines_with_congenital_childhood_blindness_and_amputation_birth_defect_18.jpg?20210212083751']",2219Boys of the Philippines with congenital childhood blindness and amputation birth defect 03.jpg,"a physical or biochemical abnormality that develops at or before birth and is present at the time of birth, regardless of cause.",black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,1
41015844,2319,predict_hypernym_llama,person.n.01,agent,"['causal_agent.n.01', 'organism.n.01']","['agent.n.01', 'agent.n.03', 'catalyst.n.02', 'cause_of_death.n.01', 'danger.n.03', 'destiny.n.02', 'deus_ex_machina.n.01', 'engine.n.02', 'first_cause.n.01', 'nature.n.02', 'operator.n.02', 'power.n.05', 'supernatural.n.01', 'theurgy.n.01', 'vital_principle.n.01', 'aerobe.n.01', 'amphidiploid.n.01', 'anaerobe.n.01', 'animal.n.01', 'animalcule.n.01', 'atavist.n.01', 'benthos.n.02', 'carrier.n.11', 'clone.n.02', 'commensal.n.01', 'conspecific.n.01', 'denizen.n.02', 'diploid.n.01', 'dwarf.n.03', 'eukaryote.n.01', 'fungus.n.01', 'haploid.n.01', 'heteroploid.n.01', 'heterotroph.n.01', 'host.n.03', 'hybrid.n.03', 'individual.n.02', 'katharobe.n.01', 'mascot.n.01', 'microorganism.n.01', 'mutant.n.01', 'myrmecophile.n.01', 'native.n.03', 'nekton.n.01', 'nonvascular_organism.n.01', 'parasite.n.01', 'parent.n.02', 'person.n.01', 'plankton.n.01', 'plant.n.02', 'polymorph.n.01', 'polyploid.n.01', 'postdiluvian.n.01', 'prokaryote.n.01', 'recombinant.n.01', 'relative.n.02', 'relict.n.01', 'saprobe.n.01', 'saprophyte.n.01', 'sitter.n.02', 'stander.n.01', 'utterer.n.01', 'zooid.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Sal_Jobe_Sports_Agent_and_Actor.jpg/450px-Sal_Jobe_Sports_Agent_and_Actor.jpg?20191124214735', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/James_Bruce_Talent_Agent.jpg/626px-James_Bruce_Talent_Agent.jpg?20160307192249', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Theatrical_agent_George_Bovyer_%28SAYRE_10115%29.jpg/415px-Theatrical_agent_George_Bovyer_%28SAYRE_10115%29.jpg?20190724153916', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/GV_agent_EA-5458_%28GVX%29.png/799px-GV_agent_EA-5458_%28GVX%29.png?20210501182225', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Vaudeville_booking_agent_Edward_J_Fisher_%28SAYRE_810%29.jpg/380px-Vaudeville_booking_agent_Edward_J_Fisher_%28SAYRE_810%29.jpg?20190725032600']",Sal Jobe Sports Agent and Actor.jpg,"A representative or intermediary who acts on behalf of others, often in business, entertainment, or secretive operations.",black-forest-labs_FLUX.1-dev,runwayml_stable-diffusion-v1-5,3
3416363,2320,predict_hypernym_llama,performer.n.01,actor,['entertainer.n.01'],"['bombshell.n.01', 'busker.n.01', 'drawing_card.n.01', 'humorist.n.01', 'master_of_ceremonies.n.01', 'pleaser.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Chaplin_The_Kid_edit.jpg/443px-Chaplin_The_Kid_edit.jpg?20140110154020', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/India_-_Actors_-_0258.jpg/800px-India_-_Actors_-_0258.jpg?20130316151237', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/ActorsOffSetLaughing.jpg/450px-ActorsOffSetLaughing.jpg?20050513001335', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/The_Ghost_Train_Patricia_Mantuano.JPG/800px-The_Ghost_Train_Patricia_Mantuano.JPG?20150504073330', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Antoine_Watteau_-_Actors_from_the_Com%C3%A9die_Fran%C3%A7aise_-_WGA25475.jpg/770px-Antoine_Watteau_-_Actors_from_the_Com%C3%A9die_Fran%C3%A7aise_-_WGA25475.jpg?20110606085642']",Chaplin The Kid edit.jpg,"a person who performs in plays, movies, or television shows, typically taking on the role of different characters.",runwayml_stable-diffusion-v1-5,black-forest-labs_FLUX.1-dev,3
