,wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,result
757,13387209,757,predict_hypernym,paper_money.n.01,paper_money,['currency.n.01'],"['cash.n.01', 'coinage.n.01', 'eurocurrency.n.01', 'hard_currency.n.01', 'money.n.03']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/5000_rupiah_bill%2C_2001_series_%282009_date%29%2C_processed%2C_obverse_and_reverse.jpg/645px-5000_rupiah_bill%2C_2001_series_%282009_date%29%2C_processed%2C_obverse_and_reverse.jpg?20140904155714', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Lutter_10_Pfg_1920.jpg/450px-Lutter_10_Pfg_1920.jpg?20190531132631', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Kitzingen_50_Pfennig_1921_Schiffbauer.jpg/455px-Kitzingen_50_Pfennig_1921_Schiffbauer.jpg?20210821114141', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/M%C3%BCnchen_1_Milliarde_1923.jpg/488px-M%C3%BCnchen_1_Milliarde_1923.jpg?20190531073500']","5000 rupiah bill, 2001 series (2009 date), processed, obverse and reverse.jpg",currency issued by a government or central bank and consisting of printed paper that can circulate as a substitute for specie,runwayml_stable-diffusion-v1-5,kandinsky-community_kandinsky-3,0.0
758,94954260,758,predict_hypernym,drill.n.01,drill,['tool.n.01'],"['abrader.n.01', 'bender.n.01', 'clincher.n.03', 'comb.n.03', 'cutting_implement.n.01', 'eolith.n.01', 'fork.n.04', 'gang.n.04', 'garden_tool.n.01', 'grapnel.n.01', 'hack.n.04', 'hand_tool.n.01', 'hoe.n.01', 'jack.n.10', 'jaws_of_life.n.01', 'neolith.n.01', 'paleolith.n.01', 'pestle.n.02', 'plow.n.01', 'power_tool.n.01', 'punch.n.03', 'rake.n.03', 'ram.n.04', 'rounder.n.02', 'saw_set.n.01', 'shaping_tool.n.01', 'strickle.n.03', 'stylus.n.02', 'tamp.n.01', 'tap.n.05', 'upset.n.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/PalmercarpenterA.jpg/460px-PalmercarpenterA.jpg?20080109022058', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Drill_bits_2017_G1.jpg/800px-Drill_bits_2017_G1.jpg?20170311214553', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Drill_scheme.svg/424px-Drill_scheme.svg.png?20220913120753', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dril_%28Mandrillus_leucophaeus%29%2C_Tierpark_Hellabrunn%2C_M%C3%BAnich%2C_Alemania%2C_2012-06-17%2C_DD_05.JPG/415px-Dril_%28Mandrillus_leucophaeus%29%2C_Tierpark_Hellabrunn%2C_M%C3%BAnich%2C_Alemania%2C_2012-06-17%2C_DD_05.JPG?20121105192744', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Drill_%28Mandrillus_leucophaeus%29.jpg/526px-Drill_%28Mandrillus_leucophaeus%29.jpg?20150825161515']",PalmercarpenterA.jpg,a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows),PixArt-alpha_PixArt-Sigma-XL-2-512-MS,DeepFloyd_IF-I-XL-v1.0,1.0
759,5151701,759,simple_triplet_2parent,sensibleness.n.01,sensibleness,"['practicality.n.01', 'reasonableness.n.02']","['functionality.n.01', 'realism.n.01', 'viability.n.02', 'sensibleness.n.01']","['https://upload.wikimedia.org/wikipedia/commons/7/77/Sense_and_Sensibility_Illustration_Chap_46.jpg?20071025204812', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/CaptainSensible02.jpg/421px-CaptainSensible02.jpg?20190219221148', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Captain_Sensible.jpg/600px-Captain_Sensible.jpg?20090530211901', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Sense_and_Sensibility_family_tree_by_shakko.jpg/800px-Sense_and_Sensibility_family_tree_by_shakko.jpg?20140310113100', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Sense_and_Sensibility_Thompson_dress.jpg/450px-Sense_and_Sensibility_Thompson_dress.jpg?20120820213755']",Sense and Sensibility Illustration Chap 46.jpg,the quality of showing good sense or practical judgment,prompthero_openjourney,DeepFloyd_IF-I-XL-v1.0,3.0
760,9911156,760,predict_hypernym,caryophylloid_dicot_family.n.01,caryophylloid_dicot_family,['dicot_family.n.01'],"['aceraceae.n.01', 'amygdalaceae.n.01', 'anacardiaceae.n.01', 'apocynaceae.n.01', 'aquifoliaceae.n.01', 'aristolochiaceae.n.01', 'asclepiadaceae.n.01', 'asterid_dicot_family.n.01', 'buxaceae.n.01', 'cannabidaceae.n.01', 'casuarinaceae.n.01', 'cecropiaceae.n.01', 'celastraceae.n.01', 'chloranthaceae.n.01', 'combretaceae.n.01', 'convolvulaceae.n.01', 'cucurbitaceae.n.01', 'dilleniid_dicot_family.n.01', 'droseraceae.n.01', 'ebenaceae.n.01', 'elaeagnaceae.n.01', 'empetraceae.n.01', 'gentianaceae.n.01', 'goodeniaceae.n.01', 'haloragidaceae.n.01', 'hamamelid_dicot_family.n.01', 'hippocastanaceae.n.01', 'hydnoraceae.n.01', 'juglandaceae.n.01', 'lecythidaceae.n.01', 'leitneriaceae.n.01', 'linaceae.n.01', 'lobeliaceae.n.01', 'loganiaceae.n.01', 'lythraceae.n.01', 'magnoliid_dicot_family.n.01', 'menyanthaceae.n.01', 'moraceae.n.01', 'myricaceae.n.01', 'myrsinaceae.n.01', 'myrtaceae.n.01', 'nepenthaceae.n.01', 'nyssaceae.n.01', 'oleaceae.n.01', 'orobanchaceae.n.01', 'piperaceae.n.01', 'plantaginaceae.n.01', 'plumbaginaceae.n.01', 'polygonaceae.n.01', 'primulaceae.n.01', 'proteaceae.n.01', 'punicaceae.n.01', 'rafflesiaceae.n.01', 'rhamnaceae.n.01', 'rhizophoraceae.n.01', 'roridulaceae.n.01', 'rosid_dicot_family.n.01', 'salvadoraceae.n.01', 'sapindaceae.n.01', 'sapotaceae.n.01', 'sarraceniaceae.n.01', 'saururaceae.n.01', 'staphylaceae.n.01', 'styracaceae.n.01', 'symplocaceae.n.01', 'theophrastaceae.n.01', 'thymelaeaceae.n.01', 'trapaceae.n.01', 'ulmaceae.n.01', 'urticaceae.n.01', 'vitaceae.n.01']",[],,family of relatively early dicotyledonous plants including mostly flowers,stabilityai_stable-diffusion-xl-base-1.0,stabilityai_sdxl-turbo,2.0
761,40015479,761,predict_hypernym,eat.v.02,eat,['consume.v.02'],"['cannibalize.v.01', 'drink.v.01', 'drink.v.02', 'drug.v.02', 'eat.v.01', 'feed.v.06', 'hit.v.15', 'partake.v.03', 'sample.v.01', 'satiate.v.01', 'smoke.v.01', 'sup.v.01', 'swallow.v.01', 'take_in.v.14', 'use.v.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Monkey_eating.jpg/800px-Monkey_eating.jpg?20090816085702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Long-billed_Curlew_eating_sand_crab.jpg/800px-Long-billed_Curlew_eating_sand_crab.jpg?20220203193128', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Hawk_eating_prey.jpg/688px-Hawk_eating_prey.jpg?20071118231656', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Greater_bamboo_lemur_%28Prolemur_simus%29_male_eating_composite.jpg/800px-Greater_bamboo_lemur_%28Prolemur_simus%29_male_eating_composite.jpg?20190115094617', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Roundhouse_wipers.jpg/800px-Roundhouse_wipers.jpg?20111001001905']",Monkey eating.jpg,eat a meal; take a meal,DeepFloyd_IF-I-XL-v1.0,prompthero_openjourney,3.0
762,5610008,762,predict_hypernym,rima.n.01,rima,['orifice.n.01'],"['anus.n.01', 'aortic_orifice.n.01', 'blastopore.n.01', 'cardia.n.01', 'cervix.n.02', 'fenestra.n.01', 'fontanelle.n.01', 'introitus.n.01', 'mouth.n.02', 'naris.n.01', 'os.n.01', 'porta_hepatis.n.01', 'pylorus.n.01', 'spiracle.n.01', 'stoma.n.02', 'urethral_orifice.n.01', 'vent.n.02']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Rima_Kallingal.jpg/400px-Rima_Kallingal.jpg?20170101083710', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Rima_Ariadaeus_as10-30-4450.jpg?20160304102925', 'https://upload.wikimedia.org/wikipedia/commons/2/21/AS16-120-19295.jpg?20070329143651', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Rima_Ariadaeus_-_A_Linear_Rille_%28LROC279%29.tiff/lossy-page1-58px-Rima_Ariadaeus_-_A_Linear_Rille_%28LROC279%29.tiff.jpg?20240301214940', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Rima_Hassan.jpg/633px-Rima_Hassan.jpg?20240201154547']",Rima Kallingal.jpg,a narrow elongated opening or fissure between two symmetrical parts,retrieval,stabilityai_stable-diffusion-xl-base-1.0,1.0
763,3199142,763,simple_triplet_2parent,dimetapp.n.01,Dimetapp,"['antihistamine.n.01', 'nasal_decongestant.n.01']","['actifed.n.01', 'brompheniramine_maleate.n.01', 'chlorpheniramine_maleate.n.01', 'cyproheptadine.n.01', 'dimenhydrinate.n.01', 'diphenhydramine.n.01', 'meclizine.n.01', 'methapyrilene.n.01', 'pheniramine.n.01', 'phenyltoloxamine.n.01', 'promethazine.n.01', 'pyrilamine.n.01', 'actifed.n.01', 'dimetapp.n.01', 'naphazoline.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/VQ-BPN_Airbus_A320_S7_%2812236604024%29.jpg/800px-VQ-BPN_Airbus_A320_S7_%2812236604024%29.jpg?20140502161054', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Gedung_Blenong_BPN_Bogor_old_sign.jpg/800px-Gedung_Blenong_BPN_Bogor_old_sign.jpg?20240425112130', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/VQ-BPN_Airbus_A320_S7_%2812236601654%29.jpg/800px-VQ-BPN_Airbus_A320_S7_%2812236601654%29.jpg?20140502161104', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Gedung_Blenong_BPN_Bogor_front.jpg/800px-Gedung_Blenong_BPN_Bogor_front.jpg?20240425112118', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Gedung_Blenong_BPN_Bogor_west_gate.jpg/800px-Gedung_Blenong_BPN_Bogor_west_gate.jpg?20240425112029']",VQ-BPN Airbus A320 S7 (12236604024).jpg,trade name for a drug containing an antihistamine and a decongestant; used to relieve nasal congestion and to treat rhinitis,playgroundai_playground-v2.5-1024px-aesthetic,runwayml_stable-diffusion-v1-5,2.0
764,4442831,764,simple_triplet_2parent,tobacco.n.01,tobacco,"['drug_of_abuse.n.01', 'plant_product.n.01']","['alcohol.n.01', 'amphetamine.n.01', 'gateway_drug.n.01', 'lysergic_acid_diethylamide.n.01', 'sedative.n.01', 'soft_drug.n.01', 'coca.n.03', 'ethyl_alcohol.n.01', 'furfural.n.01', 'natural_resin.n.01', 'phytohormone.n.01', 'plant_fiber.n.01', 'sucrose.n.01', 'tobacco.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Patch_of_Tobacco_%28Nicotiana_tabacum_%29_in_a_field_in_Intercourse%2C_Pennsylvania..jpg/373px-Patch_of_Tobacco_%28Nicotiana_tabacum_%29_in_a_field_in_Intercourse%2C_Pennsylvania..jpg?20070601213715', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Nicotiana_tabacum_0842.jpg/800px-Nicotiana_tabacum_0842.jpg?20111220222324', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/DunhillEarlyMorningPipeMurrays.jpg/800px-DunhillEarlyMorningPipeMurrays.jpg?20070415001528', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/DunhillLightFlake.jpg/800px-DunhillLightFlake.jpg?20070415001732', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Papierosa_1_ubt_0069.jpeg/800px-Papierosa_1_ubt_0069.jpeg?20050601182742']","Patch of Tobacco (Nicotiana tabacum ) in a field in Intercourse, Pennsylvania..jpg",leaves of the tobacco plant dried and prepared for smoking or ingestion,playgroundai_playground-v2.5-1024px-aesthetic,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,2.0
765,1669070,765,leafs_and_no_leafs,coldwork.v.01,coldwork,['work.v.05'],"['hot-work.v.01', 'overwork.v.01', 'rack.v.09', 'rework.v.01', 'till.v.01', 'tool.v.04']",[],,shape (metal) without heat,stabilityai_sdxl-turbo,DeepFloyd_IF-I-XL-v1.0,1.0
766,30994712,766,predict_hypernym,oldster.n.01,oldster,['adult.n.01'],"['brachycephalic.n.01', 'caregiver.n.02', 'catch.n.03', 'centrist.n.01', 'character.n.05', 'conservative.n.01', 'dolichocephalic.n.01', 'elder.n.01', 'ex-spouse.n.01', 'host.n.01', 'important_person.n.01', 'jack_of_all_trades.n.01', 'liberal.n.01', 'liberal.n.02', 'man.n.01', 'militarist.n.01', 'pacifist.n.01', 'patrician.n.01', 'pledgee.n.01', 'pledger.n.01', 'professional.n.01', 'sobersides.n.01', 'sophisticate.n.01', 'stay-at-home.n.01', 'stoic.n.02', 'thoroughbred.n.01', 'woman.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D0%BA_%28oldster%29_%2850904206177%29.jpg/800px-%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D0%BA_%28oldster%29_%2850904206177%29.jpg?20221219225519', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Three_Oldster_Men_%28262321769%29.jpeg/714px-Three_Oldster_Men_%28262321769%29.jpeg?20180801200247', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Oldster.jpg/444px-Oldster.jpg?20191220211819', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Seven_oldsters_%2830195256774%29.jpg/800px-Seven_oldsters_%2830195256774%29.jpg?20180221190206', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Seven_oldsters_2017_%2835222362426%29.jpg/800px-Seven_oldsters_2017_%2835222362426%29.jpg?20180221190235']",Старик (oldster) (50904206177).jpg,an elderly person,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,runwayml_stable-diffusion-v1-5,0.0
767,14755804,767,predict_hypernym,animal_material.n.01,animal_material,['material.n.01'],"['abrasive.n.01', 'adhesive_material.n.01', 'aggregate.n.02', 'ammunition.n.02', 'atom.n.02', 'ballast.n.01', 'bedding_material.n.01', 'bimetal.n.01', 'builder.n.01', 'chemical.n.01', 'coloring_material.n.01', 'composite_material.n.01', 'conductor.n.02', 'contaminant.n.01', 'detritus.n.02', 'diamagnet.n.01', 'discharge.n.03', 'dust.n.03', 'earth.n.02', 'elastomer.n.01', 'fiber.n.01', 'filling.n.01', 'floccule.n.01', 'fluff.n.01', 'foam.n.02', 'hazmat.n.01', 'homogenate.n.01', 'humate.n.01', 'impregnation.n.01', 'insulator.n.01', 'mineral.n.01', 'packing_material.n.01', 'paper.n.01', 'particulate.n.01', 'plant_material.n.01', 'precursor.n.01', 'radioactive_material.n.01', 'raw_material.n.01', 'rind.n.01', 'rock.n.02', 'sealing_material.n.01', 'sorbate.n.01', 'sorbent.n.01', 'thickening.n.01', 'toner.n.02', 'transparent_substance.n.01', 'undercut.n.01', 'vernix.n.01', 'wad.n.01', 'waste.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Animal_foot_in_Kangerlussuaq_%28Kenny_McFly%29.jpg/450px-Animal_foot_in_Kangerlussuaq_%28Kenny_McFly%29.jpg?20220712195909', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Animal-protein-consumption_%28OWID_0070%29.png/800px-Animal-protein-consumption_%28OWID_0070%29.png?20230714164340', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/2023_Cartexan_400_mg.jpg/741px-2023_Cartexan_400_mg.jpg?20230707212038', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Animal_products%3B_%281877%29_%2814590252017%29.jpg/800px-Animal_products%3B_%281877%29_%2814590252017%29.jpg?20150906080211', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Animal_products%3B_%281877%29_%2814776749855%29.jpg/800px-Animal_products%3B_%281877%29_%2814776749855%29.jpg?20150906080216']",Animal foot in Kangerlussuaq (Kenny McFly).jpg,material derived from animals,stabilityai_stable-diffusion-xl-base-1.0,stabilityai_sdxl-turbo,3.0
768,51037710,768,predict_hypernym,house.n.12,house,['building.n.01'],"['abattoir.n.01', 'apartment_building.n.01', 'architecture.n.01', 'aviary.n.01', 'bathhouse.n.01', 'bowling_alley.n.01', 'center.n.03', 'chapterhouse.n.01', 'clubhouse.n.01', 'dormitory.n.01', 'farm_building.n.01', 'feedlot.n.01', 'firetrap.n.01', 'gambling_house.n.01', 'gazebo.n.01', 'government_building.n.01', 'greenhouse.n.01', 'hall.n.12', 'hall.n.13', 'hall_of_fame.n.01', 'hotel-casino.n.02', 'hotel.n.01', 'house.n.01', 'library.n.05', 'medical_building.n.01', 'ministry.n.02', 'morgue.n.01', 'observatory.n.01', 'office_building.n.01', 'opium_den.n.01', 'outbuilding.n.01', 'packinghouse.n.01', 'place_of_worship.n.01', 'planetarium.n.01', 'presbytery.n.01', 'rest_house.n.01', 'restaurant.n.01', 'rink.n.01', 'roman_building.n.01', 'rotunda.n.01', 'ruin.n.02', 'school.n.02', 'shooting_gallery.n.01', 'signal_box.n.01', 'skyscraper.n.01', 'student_union.n.01', 'tavern.n.01', 'telecom_hotel.n.01', 'temple.n.03', 'theater.n.01', 'whorehouse.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Ljungris_July_2013.jpg/800px-Ljungris_July_2013.jpg?20130804092557', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/MaisonCausapscal.JPG/800px-MaisonCausapscal.JPG?20070202170254', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Ranch_style_home_in_Salinas%2C_California.JPG/800px-Ranch_style_home_in_Salinas%2C_California.JPG?20071114193209', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Mentawai_Uma.jpg/800px-Mentawai_Uma.jpg?20070510124734', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Adam_Thoroughgood_House_-_South_LR.jpg/800px-Adam_Thoroughgood_House_-_South_LR.jpg?20170914141015']",Ljungris July 2013.jpg,a building in which something is sheltered or located,runwayml_stable-diffusion-v1-5,retrieval,1.0
769,22385426,769,predict_hypernym,armor_plate.n.01,armor_plate,['plate.n.14'],"['horseshoe.n.02', 'shell_plating.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Abrams-transparent.png/799px-Abrams-transparent.png?20090714031558', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Reconstitution_d%27armures_de_chevaliers_et_de_destriers%2C_XVIe_si%C3%A8cle%2C_Metropolitan_Museum_of_Art%2C_New_York.jpg/800px-Reconstitution_d%27armures_de_chevaliers_et_de_destriers%2C_XVIe_si%C3%A8cle%2C_Metropolitan_Museum_of_Art%2C_New_York.jpg?20051012001501', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Savoyard_armour_edit.jpg/359px-Savoyard_armour_edit.jpg?20101110203015', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/LakeviewArmorWindowNov05.jpg/800px-LakeviewArmorWindowNov05.jpg?20080704144411', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/History_of_the_manufacture_of_armor_plate_for_the_United_States_navy_%281899%29_%2814779920074%29.jpg/800px-History_of_the_manufacture_of_armor_plate_for_the_United_States_navy_%281899%29_%2814779920074%29.jpg?20160919120311']",Abrams-transparent.png,specially hardened steel plate used to protect fortifications or vehicles from enemy fire,kandinsky-community_kandinsky-3,prompthero_openjourney,1.0
770,53157997,770,predict_hypernym,accommodation.n.04,accommodation,['living_quarters.n.01'],"['diggings.n.02', 'dormitory.n.01', 'forecastle.n.01', 'harem.n.01', 'military_quarters.n.01']","['https://upload.wikimedia.org/wikipedia/commons/c/c2/Accommodation_myopie.png?20120830064012', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Accommodation_hyperm%C3%A9tropie.png?20120830064012', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Accommodation_%28PSF%29_PT.png/631px-Accommodation_%28PSF%29_PT.png?20160205065041', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Accommodation-far-point-near-point.svg/789px-Accommodation-far-point-near-point.svg.png?20191023114633', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Accommodation.png?20120830064012']",Accommodation myopie.png,living quarters provided for public convenience,DeepFloyd_IF-I-XL-v1.0,kandinsky-community_kandinsky-3,2.0
771,15196186,771,simple_triplet_2parent,christmas.n.02,Christmas,"['feast_day.n.01', 'holy_day_of_obligation.n.01']","['circumcision.n.01', 'id_al-adha.n.01', 'id_al-fitr.n.01', 'movable_feast.n.01', 'rosh_hashanah.n.01', 'thanksgiving.n.01', ""all_saints'_day.n.01"", 'ascension.n.01', 'assumption.n.04', 'christmas.n.02', 'immaculate_conception.n.01', 'solemnity_of_mary.n.01', 'bank_holiday.n.01', 'bastille_day.n.01', 'boxing_day.n.01', 'christmas.n.02', 'columbus_day.n.01', 'commonwealth_day.n.01', 'dominion_day.n.01', 'independence_day.n.01', 'labor_day.n.01', ""martin_luther_king_jr's_birthday.n.01"", 'memorial_day.n.01', ""new_year's_day.n.01"", ""presidents'_day.n.01"", 'thanksgiving.n.01', 'veterans_day.n.01', 'victoria_day.n.01', 'annunciation.n.01', 'candlemas.n.01', 'christmas.n.02', 'lammas.n.01', 'martinmas.n.01', 'michaelmas.n.01', 'midsummer_day.n.01', 'pentecost.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Dyker_Lights_%2862317%29.jpg/800px-Dyker_Lights_%2862317%29.jpg?20171217033342', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Christmas_tree_sxc_hu.jpg/450px-Christmas_tree_sxc_hu.jpg?20041224093439', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Adoration_of_the_Shepherds%2C_Murillo_%28Prado_Museum%29.jpg/727px-Adoration_of_the_Shepherds%2C_Murillo_%28Prado_Museum%29.jpg?20230823003443', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/NativityChristmasLights2.jpg/800px-NativityChristmasLights2.jpg?20191214172529', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Fra_Bartolomeo_-_Holy_Family_-_BStGS_WAF_191.jpg/593px-Fra_Bartolomeo_-_Holy_Family_-_BStGS_WAF_191.jpg?20211225205223']",Dyker Lights (62317).jpg,"a Christian holiday celebrating the birth of Christ; a quarter day in England, Wales, and Ireland",runwayml_stable-diffusion-v1-5,retrieval,1.0
772,1249724,772,predict_hypernym,rub.v.01,rub,['guide.v.05'],"['thread.v.02', 'thread.v.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Rub_al_Khali_002.JPG/800px-Rub_al_Khali_002.JPG?20090102175214', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Rouble_coins.png?20091210040658', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/5000_rubles_obverse_2023.jpg/800px-5000_rubles_obverse_2023.jpg?20231016103233', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/200_rubles_2017_obverse.jpg/800px-200_rubles_2017_obverse.jpg?20180304173719', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/2000_rubles_2017_obverse.jpg/800px-2000_rubles_2017_obverse.jpg?20180304162322']",Rub al Khali 002.JPG,move over something with pressure,DeepFloyd_IF-I-XL-v1.0,playgroundai_playground-v2.5-1024px-aesthetic,3.0
773,13222985,773,leafs_and_no_leafs,alpine_clubmoss.n.01,alpine_clubmoss,['club_moss.n.01'],"['fir_clubmoss.n.01', 'ground_pine.n.01', 'shining_clubmoss.n.01', 'spikemoss.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Diphasiastrum_alpinum.jpg/800px-Diphasiastrum_alpinum.jpg?20110713155305', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Diphasiastrum_alpinum_stem_%2803%29.jpg/421px-Diphasiastrum_alpinum_stem_%2803%29.jpg?20210216164006', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Diphasiastrum_alpinum_100911a.JPG/450px-Diphasiastrum_alpinum_100911a.JPG?20110910183130', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/DIphasiastrum_alpinum_Diphasiastrum_oellgaardii_01092013.JPG/800px-DIphasiastrum_alpinum_Diphasiastrum_oellgaardii_01092013.JPG?20130904195942', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Diphasiastrum_alpinum_plant_%2821%29.jpg/450px-Diphasiastrum_alpinum_plant_%2821%29.jpg?20210216164332']",Diphasiastrum alpinum.jpg,a variety of club moss,prompthero_openjourney,stabilityai_sdxl-turbo,1.0
774,56888902,774,predict_hypernym,pervert.n.01,pervert,['reprobate.n.01'],"['scapegrace.n.01', 'wretch.n.01']","['https://upload.wikimedia.org/wikipedia/commons/6/62/Perversion-for-Profit-putnam.jpg?20131207072343', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Generalized_perversions.gif?20160406102302', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/The_Scratch_Perverts_2008.JPG/800px-The_Scratch_Perverts_2008.JPG?20081207162026', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Pervert_Asshole_2022.jpg/796px-Pervert_Asshole_2022.jpg?20221003220712', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Horny_Val_in_Zilina_%281%29.jpg/659px-Horny_Val_in_Zilina_%281%29.jpg?20220816170240']",Perversion-for-Profit-putnam.jpg,a person whose behavior deviates from what is acceptable especially in sexual behavior,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,3.0
