wordnet_id,Unnamed: 0,subset,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_1,model_2,assessor_alina
3748162,595,predict_hypernym,mercantile_establishment.n.01,mercantile_establishment,['place_of_business.n.01'],"['gambling_house.n.01', 'health_spa.n.01', 'hotel-casino.n.01', 'massage_parlor.n.02', 'office.n.01', 'spot.n.07']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Shoes_in_a_spanish_shoe_store.jpg/800px-Shoes_in_a_spanish_shoe_store.jpg?20181019034938', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/HarbourGraceNL_WestEndMercantileEstablishment.jpg/800px-HarbourGraceNL_WestEndMercantileEstablishment.jpg?20130910125427', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Russia%2C_Elektrostal._Michurinsky_proezd._Shop_%C2%ABPyaterochka%C2%BB.jpg/800px-Russia%2C_Elektrostal._Michurinsky_proezd._Shop_%C2%ABPyaterochka%C2%BB.jpg?20211003205013', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Legal_hashish_shop_in_Kathmandu%2C_Nepal_in_1973.jpg/405px-Legal_hashish_shop_in_Kathmandu%2C_Nepal_in_1973.jpg?20051002144540', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Village_Liberty_Outlet_12.19_%2841%29.png/800px-Village_Liberty_Outlet_12.19_%2841%29.png?20211220005055']",Shoes in a spanish shoe store.jpg,a place of business for retailing goods,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,3
825443,606,predict_hypernym,martial_art.n.01,martial_art,['self-defense.n.01'],[],"['https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Silek_Lanyah_2020_-_Two_men_performing_martial_art_in_a_stream.jpg/800px-Silek_Lanyah_2020_-_Two_men_performing_martial_art_in_a_stream.jpg?20200228104123', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Martial_arts_-_Fragrant_Hills.JPG/800px-Martial_arts_-_Fragrant_Hills.JPG?20051126010548', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Egyptmotionseries.jpg/777px-Egyptmotionseries.jpg?20170716063837', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Marine_martial_arts.jpg/800px-Marine_martial_arts.jpg?20210725223844', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Musashi_ts_pic.jpg/413px-Musashi_ts_pic.jpg?20100306181908']",Silek Lanyah 2020 - Two men performing martial art in a stream.jpg,any of several Oriental arts of weaponless self-defense; usually practiced as a sport,black-forest-labs_FLUX.1-dev,prompthero_openjourney,1
80848986,613,predict_hypernym,policeman.n.01,policeman,['lawman.n.01'],"['attorney_general.n.01', 'border_patrolman.n.01', 'constable.n.01', 'deputy.n.01', 'flatfoot.n.01', 'lieutenant.n.02', 'marshal.n.01', 'military_policeman.n.01', 'narc.n.01', 'police_sergeant.n.01', 'prison_guard.n.01', 'sheriff.n.01', 'solicitor_general.n.01', 'texas_ranger.n.01', 'warden.n.01', 'warder.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/HH_Polizeihauptmeister_MZ.jpg/400px-HH_Polizeihauptmeister_MZ.jpg?20070515131534', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Chicago_police_officer_on_segway.jpg/398px-Chicago_police_officer_on_segway.jpg?20050829015018', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Very_friendly_MPS_officers_in_London.jpg/426px-Very_friendly_MPS_officers_in_London.jpg?20090324234544', 'https://upload.wikimedia.org/wikipedia/commons/e/ee/Queensland_Police_Officer_George_Doyle.jpg?20220223235924', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Faschina-cardboard_police_officer-COVID-19_mask-01ASD.jpg/800px-Faschina-cardboard_police_officer-COVID-19_mask-01ASD.jpg?20200518192544']",HH Polizeihauptmeister MZ.jpg,a member of a police force,kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,3
3545150,623,predict_hypernym,house.n.12,house,['building.n.01'],"['abattoir.n.01', 'apartment_building.n.01', 'architecture.n.01', 'aviary.n.01', 'bathhouse.n.01', 'bowling_alley.n.01', 'center.n.03', 'chapterhouse.n.01', 'clubhouse.n.01', 'dormitory.n.01', 'farm_building.n.01', 'feedlot.n.01', 'firetrap.n.01', 'gambling_house.n.01', 'gazebo.n.01', 'government_building.n.01', 'greenhouse.n.01', 'hall.n.12', 'hall.n.13', 'hall_of_fame.n.01', 'hotel-casino.n.02', 'hotel.n.01', 'house.n.01', 'library.n.05', 'medical_building.n.01', 'ministry.n.02', 'morgue.n.01', 'observatory.n.01', 'office_building.n.01', 'opium_den.n.01', 'outbuilding.n.01', 'packinghouse.n.01', 'place_of_worship.n.01', 'planetarium.n.01', 'presbytery.n.01', 'rest_house.n.01', 'restaurant.n.01', 'rink.n.01', 'roman_building.n.01', 'rotunda.n.01', 'ruin.n.02', 'school.n.02', 'shooting_gallery.n.01', 'signal_box.n.01', 'skyscraper.n.01', 'student_union.n.01', 'tavern.n.01', 'telecom_hotel.n.01', 'temple.n.03', 'theater.n.01', 'whorehouse.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Ljungris_July_2013.jpg/800px-Ljungris_July_2013.jpg?20130804092557', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/MaisonCausapscal.JPG/800px-MaisonCausapscal.JPG?20070202170254', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Ranch_style_home_in_Salinas%2C_California.JPG/800px-Ranch_style_home_in_Salinas%2C_California.JPG?20071114193209', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Mentawai_Uma.jpg/800px-Mentawai_Uma.jpg?20070510124734', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Adam_Thoroughgood_House_-_South_LR.jpg/800px-Adam_Thoroughgood_House_-_South_LR.jpg?20170914141015']",Ljungris July 2013.jpg,a building in which something is sheltered or located,stabilityai_sdxl-turbo,black-forest-labs_FLUX.1-dev,3
40995095,631,predict_hypernym,glass.n.01,glass,['solid.n.01'],"['crystal.n.01', 'dry_ice.n.01', 'food.n.02', 'plastic.n.01', 'powder.n.01', 'precipitate.n.01', 'vitrification.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Colorful_bottle.jpg/800px-Colorful_bottle.jpg?20050705092031', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Glass_Beach_Fort_Bragg_2.jpg/800px-Glass_Beach_Fort_Bragg_2.jpg?20080325185421', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg/800px-Fassade_Wilhelmstrasse_65%2C_Berlin-Mitte%2C_160417%2C_ako.jpg?20160419050516', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Life_Saint-Austremoine_Issoire_bottom_n2.jpg/611px-Life_Saint-Austremoine_Issoire_bottom_n2.jpg?20061208095211', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg/750px-Sunlight_on_the_curved_honeycomb_glass_fa%C3%A7ade_of_the_hotel_Andaz_mixed_with_interior_lighting_at_sunset_in_Singapore.jpg?20181221020957']",Colorful bottle.jpg,a brittle transparent solid with irregular atomic structure,black-forest-labs_FLUX.1-dev,stabilityai_sdxl-turbo,1
213186,633,leafs_and_no_leafs,handover.n.01,handover,['relinquishment.n.02'],"['cession.n.01', 'release.n.11']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Handover%2C_Wikimania_2023%2C_Singapore_%28P1110107%29.jpg/800px-Handover%2C_Wikimania_2023%2C_Singapore_%28P1110107%29.jpg?20231006094310', 'https://upload.wikimedia.org/wikipedia/commons/5/50/Handover_ceremony.jpg?20100118071501', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/SozialMarie_award_Vienna_handover_2021-05-xx.jpg/800px-SozialMarie_award_Vienna_handover_2021-05-xx.jpg?20210520052653', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Handoff_to_Todd_Newell_AFB_071231-F-0558K-017_0YKO0.jpg/800px-Handoff_to_Todd_Newell_AFB_071231-F-0558K-017_0YKO0.jpg?20081021144914', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Handover_Gifts_Museum_of_Macao_01.JPG/800px-Handover_Gifts_Museum_of_Macao_01.JPG?20111224125233']","Handover, Wikimania 2023, Singapore (P1110107).jpg",act of relinquishing property or authority etc,playgroundai_playground-v2.5-1024px-aesthetic,black-forest-labs_FLUX.1-dev,4
14320394,642,predict_hypernym,congestion.n.01,congestion,['symptom.n.01'],"['abscess.n.01', 'ague.n.02', 'albuminuria.n.01', 'alkalinuria.n.01', 'amenorrhea.n.01', 'aminoaciduria.n.01', 'ammoniuria.n.01', 'anemia.n.02', 'apnea.n.01', 'areflexia.n.01', 'atrophy.n.01', 'aura.n.01', 'bubo.n.01', 'cardiomegaly.n.01', 'chill.n.03', 'chloasma.n.01', 'clubbing.n.01', 'constipation.n.01', 'cough.n.01', 'crepitation_rale.n.01', 'cyanosis.n.01', 'diarrhea.n.01', 'diuresis.n.01', 'dizziness.n.01', 'dyspnea.n.01', 'effect.n.06', 'eosinopenia.n.01', 'eosinophilia.n.01', 'eruption.n.02', 'exophthalmos.n.01', 'festination.n.01', 'fever.n.01', 'furring.n.01', 'glycosuria.n.01', 'hardening.n.01', 'heart_murmur.n.01', 'heartburn.n.01', 'hematuria.n.01', 'hemoglobinemia.n.01', 'hemoglobinuria.n.01', 'hemoptysis.n.01', 'hemosiderosis.n.01', 'hiccup.n.01', 'hot_flash.n.01', 'hydrophobia.n.01', 'hypercalcemia.n.01', 'hypercalciuria.n.01', 'hypercholesterolemia.n.01', 'hyperglycemia.n.01', 'hyperkalemia.n.01', 'hypernatremia.n.01', 'hypersplenism.n.01', 'hypocalcemia.n.01', 'hypoglycemia.n.01', 'hypokalemia.n.01', 'hyponatremia.n.01', 'hypoproteinemia.n.01', 'indigestion.n.01', 'inflammation.n.01', ""jacquemier's_sign.n.01"", 'jaundice.n.01', 'kaliuresis.n.01', 'kayser-fleischer_ring.n.01', 'keratomalacia.n.01', ""kernig's_sign.n.01"", 'ketonemia.n.01', 'ketonuria.n.01', ""koplik's_spots.n.01"", 'lipemia.n.01', 'lymphuria.n.01', 'meningism.n.01', 'menorrhagia.n.01', 'monocytosis.n.01', 'musca_volitans.n.01', 'myoglobinuria.n.01', 'natriuresis.n.01', 'nausea.n.01', 'nebula.n.02', 'numbness.n.01', 'ochronosis.n.01', 'oliguria.n.01', 'pain.n.01', 'palpitation.n.01', 'palsy.n.02', 'paresthesia.n.01', 'postnasal_drip.n.01', 'prodrome.n.01', 'purulence.n.01', 'pyuria.n.01', 'rhinorrhea.n.01', 'scar.n.01', 'sneeze.n.01', 'spasm.n.01', 'steatorrhea.n.01', 'stridor.n.01', 'swelling.n.01', 'syndrome.n.02', 'thrombocytosis.n.01', 'tinnitus.n.01', 'uratemia.n.01', 'uraturia.n.01', 'uricaciduria.n.01', 'wheeziness.n.01', 'withdrawal_symptom.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Congestion_Pricing_Flowchart.png/776px-Congestion_Pricing_Flowchart.png?20150710215957', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/London_Congestion_Charge_Zone_since_2011.png/800px-London_Congestion_Charge_Zone_since_2011.png?20160727094317', 'https://upload.wikimedia.org/wikipedia/commons/0/07/London_Congestion_Charge%2C_Old_Street%2C_England.jpg?20110318212851', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Congestion_charge_pay_booth_at_exit%2C_Durham_2007.JPG/800px-Congestion_charge_pay_booth_at_exit%2C_Durham_2007.JPG?20150217155742']",Congestion Pricing Flowchart.png,excessive accumulation of blood or other fluid in a body part,black-forest-labs_FLUX.1-dev,stabilityai_sdxl-turbo,1
14360436,643,predict_hypernym,armor_plate.n.01,armor_plate,['plate.n.14'],"['horseshoe.n.02', 'shell_plating.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Abrams-transparent.png/799px-Abrams-transparent.png?20090714031558', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Reconstitution_d%27armures_de_chevaliers_et_de_destriers%2C_XVIe_si%C3%A8cle%2C_Metropolitan_Museum_of_Art%2C_New_York.jpg/800px-Reconstitution_d%27armures_de_chevaliers_et_de_destriers%2C_XVIe_si%C3%A8cle%2C_Metropolitan_Museum_of_Art%2C_New_York.jpg?20051012001501', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Savoyard_armour_edit.jpg/359px-Savoyard_armour_edit.jpg?20101110203015', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/LakeviewArmorWindowNov05.jpg/800px-LakeviewArmorWindowNov05.jpg?20080704144411', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/History_of_the_manufacture_of_armor_plate_for_the_United_States_navy_%281899%29_%2814779920074%29.jpg/800px-History_of_the_manufacture_of_armor_plate_for_the_United_States_navy_%281899%29_%2814779920074%29.jpg?20160919120311']",Abrams-transparent.png,specially hardened steel plate used to protect fortifications or vehicles from enemy fire,black-forest-labs_FLUX.1-dev,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,3
1321854,651,predict_hypernym,young_mammal.n.01,young_mammal,['young.n.01'],"['hatchling.n.01', 'orphan.n.04', 'spat.n.03', 'young_bird.n.01', 'young_fish.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Orangutan_Kalimantan.jpg/800px-Orangutan_Kalimantan.jpg?20170624030702', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Warthogs_%28Phacochoerus_africanus%29_young_males_eyeballing.jpg/800px-Warthogs_%28Phacochoerus_africanus%29_young_males_eyeballing.jpg?20200818213525', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Young_wild_boar.jpg/800px-Young_wild_boar.jpg?20100222004146', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Distribution_of_Mammals_on_Earth.png/513px-Distribution_of_Mammals_on_Earth.png?20230502212745', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Mammal_heart_model_04-_FMVZ_USP-06.jpg/401px-Mammal_heart_model_04-_FMVZ_USP-06.jpg?20170115220912']",Orangutan Kalimantan.jpg,any immature mammal,black-forest-labs_FLUX.1-dev,prompthero_openjourney,1
4145056,656,predict_hypernym,scenery.n.01,scenery,['stage_set.n.01'],[],"['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/783_3_%28%2B_3%29_dancers_performing_on_stage_V-P.jpg/800px-783_3_%28%2B_3%29_dancers_performing_on_stage_V-P.jpg?20230804222745', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Julia_set_%28highres_01%29.jpg/600px-Julia_set_%28highres_01%29.jpg?20050417124331', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/ANF_Hearts_Content_FC092615.jpg/800px-ANF_Hearts_Content_FC092615.jpg?20200701231601', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Ryo_Fukui.png/527px-Ryo_Fukui.png?20160719025901', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hearts_Content_Scenic_Area_%2814%29_%288928976927%29.jpg/400px-Hearts_Content_Scenic_Area_%2814%29_%288928976927%29.jpg?20170818235357']",783 3 (+ 3) dancers performing on stage V-P.jpg,the painted structures of a stage set that are intended to suggest a particular locale,prompthero_openjourney,black-forest-labs_FLUX.1-dev,2
26393248,657,predict_hypernym,mechanism.n.05,mechanism,['device.n.01'],"['acoustic_device.n.01', 'adapter.n.02', 'afterburner.n.01', 'agglomerator.n.01', 'airfoil.n.01', 'alarm.n.02', 'appliance.n.01', 'applicator.n.01', 'aspergill.n.01', 'autopilot.n.02', 'bait.n.02', 'billiard_marker.n.01', 'bird_feeder.n.01', 'blower.n.01', 'bootjack.n.01', 'breathalyzer.n.01', 'breathing_device.n.01', 'bubbler.n.02', 'buffer.n.06', 'catapult.n.02', 'charger.n.02', 'clip-on.n.01', 'comb.n.01', 'comforter.n.04', 'conductor.n.04', 'contraceptive.n.01', 'converter.n.01', 'corer.n.01', 'corrective.n.01', 'crusher.n.01', 'cryptograph.n.03', 'cutoff.n.03', 'dampener.n.01', 'damper.n.02', 'deflector.n.01', 'dental_appliance.n.01', 'depressor.n.03', 'detector.n.01', 'diestock.n.01', 'drive.n.10', 'drop_forge.n.01', 'elastic_device.n.01', 'electrical_device.n.01', 'electronic_device.n.01', 'energizer.n.02', 'exercise_device.n.01', 'explosive_device.n.01', 'fan.n.01', 'filter.n.01', 'fire_extinguisher.n.01', 'flare.n.09', 'fumigator.n.02', 'gas_fixture.n.01', 'groover.n.01', 'guard.n.03', 'heat_exchanger.n.01', 'heater.n.01', 'holding_device.n.01', 'horn.n.08', 'hydrofoil.n.01', 'imprint.n.05', 'indicator.n.03', 'instrument.n.01', 'interlock.n.01', 'interrupter.n.01', 'jig.n.03', 'key.n.01', 'keyboard.n.01', 'kinetoscope.n.01', 'knocker.n.05', 'lift.n.06', 'lifting_device.n.01', 'lighter.n.02', 'machine.n.01', 'magnet.n.01', 'memory_device.n.01', 'musical_instrument.n.01', 'nest_egg.n.02', 'noisemaker.n.01', 'optical_device.n.01', 'override.n.01', 'paper_feed.n.01', 'peeler.n.03', 'pick.n.05', 'power_takeoff.n.01', 'prod.n.02', 'prompter.n.02', 'pull.n.04', 'reflector.n.01', 'release.n.08', 'remote_control.n.01', 'reset.n.01', 'restraint.n.06', 'router.n.02', 'runner.n.09', 'scratcher.n.03', 'shoehorn.n.01', 'shoetree.n.01', 'shooting_stick.n.01', 'shredder.n.01', 'signaling_device.n.01', 'snowshoe.n.01', 'sounder.n.01', 'source_of_illumination.n.01', 'stabilizer.n.03', 'stemmer.n.05', 'straightener.n.01', 'strengthener.n.01', 'stylus.n.01', 'suction_cup.n.01', 'support.n.10', 'sweatbox.n.02', 'synchroflash.n.01', 'take-up.n.01', 'teaser.n.07', 'throwing_stick.n.01', 'tilter.n.02', 'tongs.n.01', 'toy.n.03', 'trap.n.01', 'trigger.n.02', 'valve.n.02', 'vaporizer.n.01', 'ventilator.n.01', 'washboard.n.01', 'water_cooler.n.01']","['https://upload.wikimedia.org/wikipedia/commons/9/9b/Geneva_mechanism_6spoke_animation.gif?20100902043451', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mechanism_Left_Gun_Battery_Worth_Ft_Casey_WA_Mar23_A7R_03933.jpg/800px-Mechanism_Left_Gun_Battery_Worth_Ft_Casey_WA_Mar23_A7R_03933.jpg?20230616161234', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Rack_and_pinion.png?20070402104120', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Arrow_pushing_mechanism_of_Micheal_reaction.png/800px-Arrow_pushing_mechanism_of_Micheal_reaction.png?20221119050940', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Mouse_mechanism_diagram.svg/792px-Mouse_mechanism_diagram.svg.png?20181212044750']",Geneva mechanism 6spoke animation.gif,device consisting of a piece of machinery; has moving parts that perform some function,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,3
9257913,662,predict_hypernym,plaything.n.01,plaything,['artifact.n.01'],"['americana.n.01', 'anachronism.n.02', 'antiquity.n.03', 'article.n.02', 'block.n.01', 'building_material.n.01', 'button.n.07', 'commodity.n.01', 'cone.n.01', 'covering.n.02', 'creation.n.02', 'decker.n.02', 'decoration.n.01', 'electroplate.n.01', 'excavation.n.03', 'extra.n.03', 'fabric.n.01', 'facility.n.01', 'facility.n.04', 'fixture.n.01', 'float.n.06', 'insert.n.02', 'instrumentality.n.03', 'layer.n.01', 'lemon.n.05', 'line.n.18', 'marker.n.01', 'mystification.n.02', 'opening.n.10', 'padding.n.01', 'paving.n.01', 'ready-made.n.01', 'restoration.n.05', 'sheet.n.06', 'sphere.n.02', 'square.n.07', 'squeaker.n.01', 'strip.n.02', 'structure.n.01', 'surface.n.01', 'thing.n.04', 'track.n.03', 'way.n.06', 'weight.n.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Mexican_guitars_and_toys.jpg/753px-Mexican_guitars_and_toys.jpg?20170730063458', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Man%27s_Plaything_%281920%29_-_1.jpg/504px-Man%27s_Plaything_%281920%29_-_1.jpg?20160810135229', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Man%27s_Plaything_%281920%29_-_3.jpg/449px-Man%27s_Plaything_%281920%29_-_3.jpg?20161003223523', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Rich_Man%27s_Plaything_lobby_card.jpg/764px-Rich_Man%27s_Plaything_lobby_card.jpg?20170402202328', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Man%27s_Plaything_%281920%29_-_2.jpg/445px-Man%27s_Plaything_%281920%29_-_2.jpg?20160929125941']",Mexican guitars and toys.jpg,an artifact designed to be played with,black-forest-labs_FLUX.1-dev,prompthero_openjourney,1
45418454,663,predict_hypernym,molding.n.02,molding,['decoration.n.01'],"['adornment.n.01', 'arabesque.n.02', 'architectural_ornament.n.01', 'beading.n.01', 'bow.n.08', 'brass.n.05', 'centerpiece.n.02', 'christmas_tree.n.05', 'cockade.n.01', 'design.n.04', 'embellishment.n.02', 'finial.n.01', 'flower_arrangement.n.01', 'folderal.n.01', 'gargoyle.n.02', 'garnish.n.01', 'garnish.n.02', 'graffito.n.01', 'hanging.n.01', 'hood_ornament.n.01', 'incrustation.n.03', 'inlay.n.02', 'interior_decoration.n.01', 'knob.n.04', 'lunula.n.02', 'nailhead.n.01', 'necklet.n.01', 'overlay.n.02', 'rosemaling.n.01', 'set_decoration.n.01', 'sgraffito.n.01', 'spiral.n.04', 'sprig.n.02', 'stud.n.02', 'tail_fin.n.02', 'tinsel.n.01', 'tracery.n.01', 'wind_chime.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Bronze_Age_spear_tip_mould_IMG_5123.jpg/800px-Bronze_Age_spear_tip_mould_IMG_5123.jpg?20100915084830', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Molding_next_to_a_door_in_the_Palace_of_Versailles.jpg/800px-Molding_next_to_a_door_in_the_Palace_of_Versailles.jpg?20221002103317', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/20220916120442_IMG_9564.jpg/800px-20220916120442_IMG_9564.jpg?20220921121335', 'https://upload.wikimedia.org/wikipedia/commons/b/b3/Crown_molding_%285098483884%29.jpg?20180717164541', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Molding-cavetto.png?20110211090701']",Bronze Age spear tip mould IMG 5123.jpg,a decorative strip used for ornamentation or finishing,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,black-forest-labs_FLUX.1-dev,3
5794797,675,predict_hypernym,block.n.01,block,['artifact.n.01'],"['americana.n.01', 'anachronism.n.02', 'antiquity.n.03', 'article.n.02', 'building_material.n.01', 'button.n.07', 'commodity.n.01', 'cone.n.01', 'covering.n.02', 'creation.n.02', 'decker.n.02', 'decoration.n.01', 'electroplate.n.01', 'excavation.n.03', 'extra.n.03', 'fabric.n.01', 'facility.n.01', 'facility.n.04', 'fixture.n.01', 'float.n.06', 'insert.n.02', 'instrumentality.n.03', 'layer.n.01', 'lemon.n.05', 'line.n.18', 'marker.n.01', 'mystification.n.02', 'opening.n.10', 'padding.n.01', 'paving.n.01', 'plaything.n.01', 'ready-made.n.01', 'restoration.n.05', 'sheet.n.06', 'sphere.n.02', 'square.n.07', 'squeaker.n.01', 'strip.n.02', 'structure.n.01', 'surface.n.01', 'thing.n.04', 'track.n.03', 'way.n.06', 'weight.n.04']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Four_pulleys.svg/800px-Four_pulleys.svg.png?20080914195725', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Hamburg%2C_Speicherstadt%2C_Block_P_--_2016_--_3330-6.jpg/800px-Hamburg%2C_Speicherstadt%2C_Block_P_--_2016_--_3330-6.jpg?20170108160811', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Centre_Block_-_Parliament_Hill.jpg/798px-Centre_Block_-_Parliament_Hill.jpg?20140124035213', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Block_on_inclined_plane_with_pulley_and_suspended_weight.svg/375px-Block_on_inclined_plane_with_pulley_and_suspended_weight.svg.png?20220706231839', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Francis_Hopkinson_Spring-Block_1793.png/450px-Francis_Hopkinson_Spring-Block_1793.png?20191029143359']",Four pulleys.svg,a solid piece of something (usually having flat rectangular sides),black-forest-labs_FLUX.1-dev,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,3
14959644,676,predict_hypernym,plant_fiber.n.01,plant_fiber,"['natural_fiber.n.01', 'plant_product.n.01']","['animal_fiber.n.01', 'bast.n.01', 'bowstring_hemp.n.02', 'new_zealand_cotton.n.01', 'pandanus.n.01', 'staple.n.02', 'coca.n.03', 'ethyl_alcohol.n.01', 'furfural.n.01', 'natural_resin.n.01', 'phytohormone.n.01', 'plant_fiber.n.01', 'sucrose.n.01', 'tobacco.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/NIE_1905_Hemp_-_Fibre_Plants.jpg/375px-NIE_1905_Hemp_-_Fibre_Plants.jpg?20121024184329', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/The_Pima_Indians_-_pg_115.png/440px-The_Pima_Indians_-_pg_115.png?20240420174854', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Carbon_fiber_%28cropped%29.jpg/800px-Carbon_fiber_%28cropped%29.jpg?20240209172220', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Parures_d%27oreilles_-_vue_d%27ensemble_11-o.lau-F270.LA1075-01.jpg/800px-Parures_d%27oreilles_-_vue_d%27ensemble_11-o.lau-F270.LA1075-01.jpg?20201025123522', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Plant_cell_types.svg/800px-Plant_cell_types.svg.png?20130415231104']",NIE 1905 Hemp - Fibre Plants.jpg,fiber derived from plants,black-forest-labs_FLUX.1-dev,kandinsky-community_kandinsky-3,2
